Date,tau,realized_value,conditional_quantile_mean,conditional_quantile_mean_se,conditional_quantile_mean_ci_lower,conditional_quantile_mean_ci_upper,conditional_quantile_obs_ci_lower,conditional_quantile_obs_ci_upper
2006-02-28,0.05,-0.33473612212440623,-3.0119197533987316,0.1956308150774668,-3.3978739090171426,-2.6259655977803207,-5.0221875054377225,-1.0016520013597403
2006-03-31,0.05,-0.16187601407996094,-2.9498932801278706,0.15868087295223837,-3.262950005413312,-2.636836554842429,-4.947446868369053,-0.952339691886688
2006-04-30,0.05,-0.24354988602113267,-2.6687757588391596,0.14199543767218384,-2.9489142903211913,-2.388637227357128,-4.661435644888379,-0.6761158727899401
2006-05-31,0.05,-0.6403587396594935,-2.613238626742315,0.13454991421751736,-2.878688108766852,-2.347789144717778,-4.603886574561284,-0.6225906789233457
2006-06-30,0.05,-0.969095034456194,-2.625440490185261,0.129989821032752,-2.881893501413669,-2.368987478956853,-4.614908753721249,-0.6359722266492736
2006-07-31,0.05,1.695714080900506,-3.5144185402427803,0.23322398359373522,-3.9745391282096514,-3.0542979522759093,-5.5402336305508175,-1.4886034499347436
2006-08-31,0.05,3.565465917115935,-3.3122765540800887,0.35436663044849015,-4.011395829230734,-2.6131572789294433,-5.405356482208956,-1.2191966259512217
2006-09-30,0.05,0.719839329978603,-2.964225295543436,0.22840704399436682,-3.414842688142016,-2.5136079029448557,-4.9879031007192305,-0.9405474903676412
2006-10-31,0.05,0.6366611913842035,-2.8692237219999988,0.16842703622262842,-3.201508359892424,-2.5369390841075736,-4.8698808403558855,-0.868566603644112
2006-11-30,0.05,0.3083309906934571,-2.543314052290451,0.1439715133455464,-2.8273511240798914,-2.259276980501011,-4.536525752737621,-0.5501023518432813
2006-12-31,0.05,0.31555646387118447,-2.883625915355496,0.18078847233509787,-3.2402980590461765,-2.526953771664816,-4.88847774098593,-0.878774089725062
2007-01-31,0.05,0.533524904732672,-2.631862796926372,0.18192548607650516,-2.9907781208558997,-2.272947472996844,-4.637114909355185,-0.626610684497559
2007-02-28,0.05,0.6732228600120773,-2.7740435683214644,0.19782207765770557,-3.1643208000286775,-2.383766336614251,-4.785145789054619,-0.7629413475883098
2007-03-31,0.05,0.3802438721268519,-2.7907146699414906,0.17396810999150863,-3.1339311257422584,-2.447498214140723,-4.79321644526685,-0.7882128946161306
2007-04-30,0.05,0.4636812537899581,-2.753603716982374,0.17822327037208574,-3.1052150508142753,-2.4019923831504726,-4.757561389870658,-0.7496460440940895
2007-05-31,0.05,0.13684642727535914,-2.9804912130199863,0.1940773734791106,-3.363380630395812,-2.597601795644161,-4.990172812325502,-0.9708096137144699
2007-06-30,0.05,1.1048316602538282,-3.173480503993733,0.22663124930093895,-3.620594484611015,-2.726366523376451,-5.1963810789880185,-1.1505799289994476
2007-07-31,0.05,1.128303156002977,-1.8895510458674694,0.17561232283747302,-2.2360113197772087,-1.54309077195773,-3.8926113410274508,0.11350924929251205
2007-08-31,0.05,0.800259166261471,-1.0551322814296384,0.3318178891793546,-1.7097658226055976,-0.40049874025367926,-3.1337762860348892,1.0235117231756126
2007-09-30,0.05,0.6377488948457481,-2.351968314816819,0.11980993163914941,-2.588337728204872,-2.115598901428766,-4.338947510539359,-0.3649891190942791
2007-10-31,0.05,0.7418058593336463,-2.486138834808381,0.16841774849330218,-2.81840514921875,-2.153872520398012,-4.486792909939969,-0.48548475967679305
2007-11-30,0.05,0.6515245737644904,-2.4944911685730236,0.10532111999609413,-2.7022760409142315,-2.2867062962318156,-4.478273005827975,-0.5107093313180722
2007-12-31,0.05,0.7876668315243593,-2.585101061667861,0.11664848524596273,-2.8152333524802495,-2.3549687708554723,-4.571347948619062,-0.5988541747166598
2008-01-31,0.05,0.7641422913850817,-2.4416133916697937,0.1334521866893886,-2.704897200044961,-2.1783295832946266,-4.431973707894299,-0.45125307544528903
2008-02-29,0.05,0.5995895661896563,-1.9967498353396311,0.1387065670286957,-2.2703998527721607,-1.7230998179071015,-3.988507892104961,-0.00499177857430122
2008-03-31,0.05,0.389093291394152,-2.0749178758057925,0.09927724397940671,-2.2707789667950733,-1.8790567848165116,-4.05748625838741,-0.0923494932241753
2008-04-30,0.05,1.276361351188613,-2.160324441172294,0.1169383630107495,-2.391028623114904,-1.9296202592296836,-4.146637670301725,-0.17401121204286274
2008-05-31,0.05,1.5809390275034243,-2.3270488396001663,0.14170381436863536,-2.6066120362310135,-2.047485642969319,-4.319627923491001,-0.33446975570933213
2008-06-30,0.05,1.0945184272731403,-1.8380099115624267,0.19228322428529676,-2.2173597059147645,-1.4586601172100888,-3.8470201382969593,0.17100031517210623
2008-07-31,0.05,0.9552183041815244,-1.6933861145880076,0.19066776587212675,-2.0695488195876544,-1.3172234095883608,-3.701796980243098,0.3150247510670827
2008-08-31,0.05,0.7809961446602565,-1.842677945464254,0.12544089533518674,-2.0901565178964043,-1.5951993730321035,-3.8310092731010323,0.14565338217252455
2008-09-30,0.05,0.6921511522706113,-1.7538499734188326,0.09188423503105954,-1.9351256192418762,-1.572574327595789,-3.7350306023412285,0.22733065550356346
2008-10-31,0.05,1.198764586241924,-1.8148659427003502,0.10658811822844609,-2.025150437776063,-1.6045814476246372,-3.79891115224524,0.16917926684453954
2008-11-30,0.05,1.098997317024754,-1.7523739112459844,0.14247878099915223,-2.033466016251492,-1.4712818062404769,-3.7451680792787005,0.24042025678673196
2008-12-31,0.05,0.9881447956723404,-1.5660560244631263,0.1688250522245134,-1.8991258961637802,-1.2329861527624724,-3.5668437103717205,0.43473166144546793
2009-01-31,0.05,0.9262736209640171,-1.609041835357043,0.15500590555831645,-1.9148483279177235,-1.3032353427963626,-3.6054720083260463,0.38738833761196023
2009-02-28,0.05,1.1240960011045456,-1.4284382446792132,0.15137238385501656,-1.7270762714725607,-1.1298002178858657,-3.4237829506625683,0.5669064613041421
2009-03-31,0.05,1.828732635311489,-1.4760320926512682,0.16404064897916196,-1.7996629589786306,-1.1524012263239058,-3.47527013807972,0.523205952777184
2009-04-30,0.05,0.6358592405269614,-1.0875651226995866,0.140456025393694,-1.3646665939625628,-0.8104636514366104,-3.079800312135032,0.9046700667358587
2009-05-31,0.05,0.6623939653823563,-0.9397599483443816,0.14831114936618608,-1.2323585576164215,-0.6471613390723417,-2.9342096897008068,1.0546897930120434
2009-06-30,0.05,0.5912056362444884,-0.9611314353244641,0.12844362516334235,-1.2145340031911633,-0.7077288674577648,-2.950208780741232,1.027945910092304
2009-07-31,0.05,0.6218495077252371,-1.133709002959884,0.14336938434003532,-1.4165581525306117,-0.8508598533891563,-3.126751768698157,0.859333762778389
2009-08-31,0.05,0.12540119057664117,-1.2150504557582438,0.1279102873912707,-1.4674008175632456,-0.9627000939532419,-3.2039940270422296,0.7738931155257418
2009-09-30,0.05,0.5415825058640437,-1.182267007322773,0.11977371315800542,-1.4185649663578794,-0.9459690482876665,-3.1692377041607855,0.8047036895152393
2009-10-31,0.05,0.34387373140190847,-0.9943048012165452,0.11583364950876349,-1.2228295270919176,-0.7657800753411728,-2.980366072926256,0.9917564704931656
2009-11-30,0.05,0.6460073840908204,-1.6982080281598582,0.17015975653787246,-2.0339110978874118,-1.3625049584323046,-3.6994357452558617,0.3030196889361454
2009-12-31,0.05,0.3969313484594732,-1.7394517123878699,0.21176449423220095,-2.1572355187324104,-1.3216679060433294,-3.756072433667038,0.27716900889129814
2010-01-31,0.05,0.1976391106182499,-1.5136847265625215,0.16751269317451248,-1.8441654845347952,-1.1832039685902478,-3.514043033476238,0.48667358035119457
2010-02-28,0.05,-0.21501061900628357,-1.0740263417630864,0.16672480038510445,-1.4029526897303035,-0.7450999937958694,-3.0741284309164953,0.9260757473903223
2010-03-31,0.05,-0.4437002717963214,-0.2331854228715633,0.24605906299202746,-0.718627953240512,0.25225710749738545,-2.264901513997434,1.7985306682543074
2010-04-30,0.05,0.20918113211484565,-0.6441467628125854,0.14082533721191393,-0.9219768382625069,-0.36631668736266393,-2.636483424994278,1.3481898993691073
2010-05-31,0.05,0.09602490271666947,-0.5874101581911614,0.0924764227119036,-0.7698541132922565,-0.40496620309006626,-2.56869802758362,1.3938777112012977
2010-06-30,0.05,0.25208405389232125,-0.3546005597056394,0.08432501311615698,-0.5209628437960587,-0.18823827561522016,-2.334472331870837,1.625271212459558
2010-07-31,0.05,0.033581417359897996,-0.23860949416448562,0.09921889992175054,-0.4343554799158768,-0.04286350841309444,-2.2211665086249934,1.7439475202960222
2010-08-31,0.05,0.18592260167461802,-0.2929738556473259,0.09199188867472192,-0.4744618881085508,-0.11148582318610106,-2.274173928980513,1.6882262176858611
2010-09-30,0.05,0.5234355358543669,-0.09552769257085342,0.09957811473673958,-0.291982362434969,0.10092697729326214,-2.0781548037443582,1.8870994186026515
2010-10-31,0.05,0.2550877996321927,-0.23694660452779978,0.08738731649592667,-0.40935041492233626,-0.06454279413326328,-2.217335177128474,1.7434419680728743
2010-11-30,0.05,-0.29475517054097383,-0.002020544960195811,0.10395724819209942,-0.20711467560882257,0.20307358568843098,-1.9855223541540508,1.9814812642336592
2010-12-31,0.05,0.1827319452212181,-0.09213652380566996,0.10841857271718296,-0.3060322675301125,0.12175921991877257,-2.0765677304319445,1.8922946828206044
2011-01-31,0.05,-0.24258004768908964,-0.12089135585392188,0.10116453356302357,-0.32047582374251093,0.07869311203466714,-2.103831038363491,1.8620483266556471
2011-02-28,0.05,0.5502089088479937,-0.2943720917167598,0.11840900219980768,-0.5279776535171781,-0.06076652991634163,-2.281024397268204,1.6922802138346844
2011-03-31,0.05,0.2476674791285564,-0.3594945488474456,0.14134088631236205,-0.6383417356234355,-0.08064736207145567,-2.3519733011109833,1.632984203416092
2011-04-30,0.05,-0.0054222475603943636,-0.11263650594472975,0.11770761291654815,-0.3448583179076132,0.11958530601815369,-2.099126575036469,1.8738535631470095
2011-05-31,0.05,0.09015344053070369,-0.2280878477295607,0.11037603235685532,-0.44584540474802703,-0.010330290711094398,-2.212939020560267,1.7567633251011456
2011-06-30,0.05,-0.14999750370929937,-0.09936986436317326,0.1215950544302174,-0.33926109285601413,0.14052136412966765,-2.086771088614729,1.8880313598883827
2011-07-31,0.05,-0.3921200616339632,-0.13928257644021036,0.13615849492287835,-0.4079055789944034,0.12934042611398266,-2.130356191892439,1.8517910390120185
2011-08-31,0.05,-0.34956917507829177,0.15551372507790717,0.15139903974896463,-0.14317689032749964,0.454204340483314,-1.8398388523830382,2.150866302538853
2011-09-30,0.05,-0.24553649034644434,0.13152633756461174,0.12384713392191843,-0.11280795087387638,0.3758606260030999,-1.8564160834213488,2.1194687585505725
2011-10-31,0.05,-0.23976005623130572,0.011072934555141786,0.11079628615554364,-0.20751372855253625,0.2296595976628198,-1.9738693703840544,1.9960152394943378
2011-11-30,0.05,-0.1203804178517851,-0.21339534488498277,0.11781077987985536,-0.44582069184921647,0.019030002079250957,-2.199909217617872,1.7731185278479067
2011-12-31,0.05,-0.23706728243327202,-0.04985820201999902,0.10601146299931635,-0.25900503132483854,0.15928862728484047,-2.0337831554537336,1.9340667514137357
2012-01-31,0.05,0.3141614658496723,-0.1662339705908347,0.11998622668260371,-0.4029511911717838,0.07048324999011443,-2.15325457118066,1.8207866299989905
2012-02-29,0.05,0.08536858011292077,0.46041492564269404,0.1306305462719267,0.20269784684614184,0.7181320044392463,-1.5292166777834795,2.4500465290688678
2012-03-31,0.05,0.14315576498602522,0.7143062911363991,0.15086123142831934,0.4166767016036137,1.0119358806691845,-1.2808877338181246,2.7095003160909226
2012-04-30,0.05,-0.1770203922654258,0.7640069527232751,0.1527930632646469,0.46256611021947225,1.065447795227078,-1.231759167386539,2.759773072833089
2012-05-31,0.05,0.11387396689293572,0.5754243274097622,0.15064751503843862,0.2782163725195845,0.8726322822999399,-1.4197068444931733,2.5705554993126976
2012-06-30,0.05,0.02827238855949568,0.648042098252353,0.1488872778498382,0.3543068624097618,0.9417773340949442,-1.3465747104164905,2.6426589069211963
2012-07-31,0.05,-0.0890913997281197,0.5089420364562117,0.15514842375149682,0.20285437403541795,0.8150296988770055,-1.4875312245054784,2.5054152974179016
2012-08-31,0.05,0.385685440496186,0.3570136783006133,0.14260606886914623,0.0756704508818779,0.6383569057193488,-1.6358159271255932,2.3498432837268197
2012-09-30,0.05,-0.024974559310774358,0.6089340325223968,0.15266616670901884,0.3077435404194697,0.9101245246253238,-1.3867942899659083,2.6046623550107015
2012-10-31,0.05,0.3039768904504194,0.580370315125855,0.1519647525631821,0.2805636219110941,0.880177008340616,-1.415149636652415,2.575890266904125
2012-11-30,0.05,0.4147696852288266,0.7873796420423557,0.15668444678454826,0.47826160594297223,1.096497678141739,-1.2095604634417119,2.7843197475264234
2012-12-31,0.05,0.05732209729330284,0.6635726103024429,0.15433001244473027,0.35909956695240525,0.9680456536524804,-1.3326537442915478,2.6597989648964333
2013-01-31,0.05,0.34990300606754027,0.8849285068759316,0.15258705651795737,0.5838940888913885,1.1859629248604748,-1.110776267247754,2.880633280999617
2013-02-28,0.05,-0.09174692525153172,0.6558456897074412,0.15335328880909121,0.35329959506390635,0.9583917843509759,-1.3400876669036543,2.651779046318537
2013-03-31,0.05,-0.1770203922654258,0.7851938471028386,0.1529050466313342,0.4835320759804232,1.086855618225254,-1.210605654050895,2.780993348256572
2013-04-30,0.05,0.2504864734375363,0.6809451211386001,0.15315715237108324,0.37878597817896736,0.9831042640982328,-1.3149296174967882,2.6768198597739885
2013-05-31,0.05,0.19228053980886592,0.692610694965676,0.14120052433138922,0.4140404241235375,0.9711809658078144,-1.2998293218091934,2.6850507117405455
2013-06-30,0.05,0.08382159516581698,0.8054518568832572,0.15647944309907041,0.49673826639381474,1.1141654473726996,-1.1914256820764215,2.8023293958429356
2013-07-31,0.05,-0.1515437772681259,0.6279756009899634,0.15229088441536293,0.32752549204553394,0.9284257099343929,-1.3676411188772306,2.623592320857157
2013-08-31,0.05,0.5130625613048585,0.7368573347856859,0.1622994509693703,0.4166616256822378,1.0570530438891341,-1.2618275120015805,2.7355421815729524
2013-09-30,0.05,0.4136863854250207,0.840377151377884,0.15833732887028748,0.5279981938869209,1.1527561088688472,-1.1570703292162672,2.837824631972035
2013-10-31,0.05,-0.03416179013324282,0.8261714551195962,0.15168745604140454,0.5269118318788382,1.1254310783603543,-1.1692663782270052,2.8216092884661976
2013-11-30,0.05,-0.3985050233954724,0.7954361096739934,0.15129140432784402,0.49695784495606277,1.093914374391924,-1.1998846913897872,2.7907569107377737
2013-12-31,0.05,0.5745159846558757,0.7074885208108239,0.15015953620671973,0.4112432846921298,1.0037337569295182,-1.2874994652612226,2.7024765068828707
2014-01-31,0.05,-0.39751172123281653,0.7191100513071035,0.1506542065819685,0.4218888948718019,1.0163312077424052,-1.2760230872281468,2.7142431898423536
2014-02-28,0.05,-0.37713441951362275,0.5171916821841254,0.14526533953894,0.23060205958212276,0.803781304786128,-1.4763853633378021,2.510768727706053
2014-03-31,0.05,0.10784536140318085,0.4834886888255877,0.14456716388656846,0.19827647598532272,0.7687009016658527,-1.5098908111698397,2.4768681888210153
2014-04-30,0.05,-0.038699612644744114,0.6676168218976878,0.15027575658580725,0.37114229808595506,0.9640913457094205,-1.327405225077777,2.6626388688731524
2014-05-31,0.05,-0.0930576132930917,0.5867056636944397,0.14687688986594816,0.2969366618854818,0.8764746655033975,-1.407330920488042,2.5807422478769215
2014-06-30,0.05,0.02173819926669172,0.04938501282726168,0.11862007237561585,-0.18463696297954918,0.28340698863407254,-1.9373163008606573,2.0360863265151807
2014-07-31,0.05,0.41153289025051737,0.40274104730978644,0.14244700393082005,0.12171163432737014,0.6837704602922028,-1.590044278712568,2.3955263733321406
2014-08-31,0.05,-0.06181682166560529,0.6636850851080434,0.16954019290501976,0.32920433385150805,0.9981658363645787,-1.3373379526428755,2.664708122858962
2014-09-30,0.05,0.11476129410787721,0.6563265885353015,0.15199744532972112,0.3564553967439773,0.9561977803266256,-1.339203054520679,2.6518562315912817
2014-10-31,0.05,0.10700936953777841,0.3724713818871136,0.12775568616497673,0.12042602819511383,0.6245167355791134,-1.6164335140208093,2.3613762777950362
2014-11-30,0.05,0.571932726653989,0.33469786624073483,0.14763486603495732,0.0434334760279973,0.6259622564534724,-1.6595565733067308,2.3289523057882007
2014-12-31,0.05,0.14536192785605212,0.7518000686674297,0.1501187041254654,0.4556353889346833,1.047964748400176,-1.2431759567950267,2.7467760941298858
2015-01-31,0.05,0.167015007876691,0.3076433261630651,0.16561733918454727,-0.019098144884981738,0.634384797211112,-1.6921006108327246,2.307387263158855
2015-02-28,0.05,0.8237627297885347,0.31590400672877766,0.15222833663630808,0.015577296417847497,0.6162307170397079,-1.679694138583791,2.311502152041346
2015-03-31,0.05,0.323029667557865,0.5486605687894552,0.14086761188589778,0.2707470909057453,0.8265740466731653,-1.4436877255201008,2.5410088630990115
2015-04-30,0.05,0.1490527937686628,0.35746574880546567,0.13934869089129864,0.08254890450266394,0.6323825931082674,-1.634466754049536,2.349398251660467
2015-05-31,0.05,0.2335697380453912,0.45962965213169454,0.14393448984021479,0.17566562290322624,0.7435936813601629,-1.5335716409003077,2.4528309451636967
2015-06-30,0.05,-0.23203043935781223,0.6284730302746562,0.15236123426270165,0.32788413023069185,0.9290619303186205,-1.367164590005744,2.6241106505550564
2015-07-31,0.05,0.08459216879984545,0.6084893921946264,0.16599585463652147,0.2810011593872045,0.9359776250020483,-1.3913766951412498,2.608355479530503
2015-08-31,0.05,0.4027438402157796,0.37937316121414655,0.17051900478728158,0.04296134141210611,0.7157849810161869,-1.6219735696526718,2.380719892080965
2015-09-30,0.05,0.2504864734375363,0.49849174895810344,0.1944323959870336,0.11490191834616936,0.8820815795700375,-1.5113234123932267,2.5083069103094338
2015-10-31,0.05,0.07292113183747491,0.3176702329960776,0.14354228151037662,0.034479979794199256,0.600860486197956,-1.6754209701748468,2.310761436167002
2015-11-30,0.05,0.3828067951130915,0.708511928876338,0.1891255441771211,0.3353918267091571,1.0816320310435188,-1.2993313008829046,2.7163551586355803
2015-12-31,0.05,-0.3773233481388338,0.4869186419984887,0.16585242764654465,0.1597133719890671,0.8141239120079103,-1.5129011282234974,2.486738412220475
2016-01-31,0.05,0.35074279789596835,0.6449415925956596,0.16750492802183867,0.31447615425972386,0.9754070309315954,-1.3554141834060347,2.6452973685973538
2016-02-29,0.05,0.14265946332343002,0.7265422172519477,0.1962507228624415,0.33936506419513995,1.1137193703087553,-1.2839606980650018,2.7370451325688974
2016-03-31,0.05,0.14177081507621705,0.4905340893516677,0.18848719882488044,0.11867335954522373,0.8623948191581117,-1.517075490975384,2.4981436696787194
2016-04-30,0.05,0.4004032395085415,0.4291227789306798,0.15726948007249353,0.1188505482399782,0.7393950096213814,-1.56799631661334,2.4262418744746994
2016-05-31,0.05,0.16605059369639394,0.5082406747837002,0.15300020635270475,0.20639116590690332,0.810090183660497,-1.4875872112470425,2.5040685608144426
2016-06-30,0.05,0.3327393774573459,0.38431495522995707,0.1505123838915188,0.08737359651833398,0.6812563139415801,-1.610776520157145,2.3794064306170593
2016-07-31,0.05,0.7925226991680834,0.4728977233556869,0.14557666841631817,0.18569388936811843,0.7601015573432555,-1.5207677116925153,2.466563158403889
2016-08-31,0.05,0.34247747832144615,0.7690114961303092,0.1627514223515378,0.4479241062704369,1.0900988859901815,-1.2298163945535796,2.767839386814198
2016-09-30,0.05,0.04298119256229688,0.4597630397094937,0.14274346485179545,0.17814874788586005,0.7413773315331273,-1.5331048520505464,2.4526309314695336
2016-10-31,0.05,0.36459936306502005,0.5334621329613884,0.13532207845452945,0.266489271320114,0.8004349946026629,-1.4573895273844324,2.5243137933072095
2016-11-30,0.05,0.17806867809701835,0.5858896292363177,0.14651968416779562,0.29682534781385905,0.8749539106587764,-1.4080446684382726,2.5798239269109082
2016-12-31,0.05,0.5705496809885937,0.11127958995150056,0.13758721222426126,-0.16016208602821747,0.3827212659312186,-1.8801762614565734,2.1027354413595747
2017-01-31,0.05,0.193141864761099,0.3610596807157875,0.17563206226363554,0.014560463485416786,0.7075588979461582,-1.6420073506613553,2.36412671209293
2017-02-28,0.05,0.08315208036903719,0.26847538517259484,0.16009520911293845,-0.04737164141812633,0.584322411763316,-1.7295173998131212,2.266468170158311
2017-03-31,0.05,0.25999588090649384,0.2699219962984798,0.15820736255428305,-0.042200554553618874,0.5820445471505784,-1.7274854011543284,2.2673293937512877
2017-04-30,0.05,0.07483156943548226,0.48926649281103135,0.1646980238879801,0.1643387112826707,0.814194274339392,-1.5101819030866277,2.4887148887086905
2017-05-31,0.05,-0.2710537478453553,0.33405668638905944,0.16037911300239918,0.017649554347209828,0.6504638184309091,-1.6640247178224221,2.332138090600541
2017-06-30,0.05,0.09367962338045975,0.6343455934933562,0.1464463430093808,0.34542600463815415,0.9232651823485583,-1.359567732976237,2.628258919962949
2017-07-31,0.05,-0.04380466297018413,0.5745313799613629,0.18256551348580102,0.21435336519128628,0.9347093947314395,-1.4309471232823123,2.5800098832050384
2017-08-31,0.05,-0.24885188299530903,0.4340939335974581,0.13301017898212317,0.171682148943947,0.6965057182509693,-1.5561512194864076,2.4243390866813237
2017-09-30,0.05,-0.0937148628872879,0.33325920026760686,0.13321167400641346,0.0704498921363631,0.5960685083988506,-1.6570384048882658,2.3235568054234794
2017-10-31,0.05,-0.04430515810012978,0.4204121851707001,0.1337764527355351,0.15648864205851498,0.6843357282828852,-1.5700328558333636,2.410857226174764
2017-11-30,0.05,-0.3119773683374361,-1.456832709790164,0.06678002311910225,-1.5885810104088829,-1.3250844091714453,-3.4340968396839675,0.5204314201036393
2017-12-31,0.05,-0.5352058908372281,-1.4171152639936526,0.07303428220786674,-1.56120240440439,-1.2730281235829153,-3.3952398628702056,0.5610093348829002
2018-01-31,0.05,-0.446839299504521,-1.9146194973100064,0.07825138705732111,-2.0689993070844457,-1.760239687535567,-3.89352044235874,0.06428144773872724
2018-02-28,0.05,-0.4922498984269706,-1.9665019426815207,0.08220464819600047,-2.1286810225459707,-1.8043228628170709,-3.9460266024406403,0.013022717077599166
2018-03-31,0.05,-0.38628833511458116,-2.212461145425833,0.08738851818028508,-2.384867326587325,-2.040054964264341,-4.192849924416329,-0.2320723664353368
2018-04-30,0.05,-0.35840730419132155,-1.0536164934685566,0.07030795728482588,-1.19232494937503,-0.914908037562083,-3.0313565826584217,0.9241235957213088
2018-05-31,0.05,-0.27403737814225804,-1.456066180486392,0.08437799884804516,-1.6225329985348311,-1.2895993624379527,-3.4359467390454053,0.5238143780726214
2018-06-30,0.05,-0.2505763321918671,-1.449609822813099,0.10568462502797402,-1.6581118433069977,-1.2411078023192001,-3.433466903653051,0.5342472580268534
2018-07-31,0.05,-0.19620787545441232,-1.9301684552231133,0.07612105508915357,-2.0803453970821097,-1.7799915133641169,-3.908745959015901,0.04840904856967443
2018-08-31,0.05,-0.2510147022738199,-2.226341932166533,0.08767033869970545,-2.3993041085610143,-2.0533797557720517,-4.20677919174127,-0.24590467259179571
2018-09-30,0.05,-0.33297429441805587,-2.9547003889474546,0.1275420283039575,-3.2063242234666784,-2.7030765544282307,-4.943551911496822,-0.9658488663980873
2018-10-31,0.05,-0.8235226244884477,-3.711561076173696,0.18799892399751092,-4.082458503247733,-3.340663649099659,-5.718992451354158,-1.7041297009932346
2018-11-30,0.05,-1.151729825371067,-4.359080932713836,0.2331660980147022,-4.819087319961514,-3.8990745454661577,-6.384870087822886,-2.3332917776047855
2018-12-31,0.05,-1.0226683823481664,-5.263023136194857,0.31101188156682025,-5.876609130251483,-4.649437142138231,-7.329107257606964,-3.19693901478275
2019-01-31,0.05,-1.0903399796853954,-5.909416445147474,0.3523225104891356,-6.604502937463866,-5.214329952831082,-8.001152818701629,-3.8176800715933195
